Unit,Primary_Emotion,Polarity,Mood,Personality
耍人,4,N,,
要錢,4,N,,
故意不還,4,N,,
菸蒂,4,N,,
拍桌,4,N,,
罰款,4,N,,
反彈,4,N,,
令人無法承受,4,N,,
虐待,4,N,,
封殺,4,N,,
捉姦,4,N,,
打人,4,N,,
囚禁,4,N,,
怒譙,4,N,,
大鬧,4,N,,
起訴,4,N,,
刺殺,4,N,,
暴躁,4,N,,
自相矛盾,4,N,,
洗錢,4,N,,
太扯！,4,N,,
快點放假,4,N,,
強制回收,4,N,,
薪資倒退,4,N,,
逮人,4,N,,
氣呼呼,4,N,,
負氣,4,N,,
窒礙難行,4,N,,
太粗糙,4,N,,
好歹也有,4,N,,
傷害,4,N,,
死刑犯,4,N,,
受不了,4,N,,
糞,4,N,,
沉溺,4,N,,
負荷過重,4,N,,
又傳,4,N,,
越演越烈,4,N,,
譴責,4,N,,
毫無作為,4,N,,
日前被逮,4,N,,
聽不下去,4,N,,
酒店上班,4,N,,
糾正,4,N,,
善妒,4,N,,
過當,4,N,,
難辭其咎,4,N,,
反而更囂張,4,N,,
反對,4,N,,
濫用,4,N,,
沒資格,4,N,,
爭執,4,N,,
幹嘛,4,N,,
對槓,4,N,,
抓人,4,N,,
伊斯蘭國,4,N,,
荒謬,4,N,,
飽受輿論批評,4,N,,
憑什麼,4,N,,
一直沒有,4,N,,
違法,4,N,,
政治壓力介入,4,N,,
絕不寬待,4,N,,
恐嚇,4,N,,
批評,4,N,,
不幫忙,4,N,,
故意,4,N,,
緊皺眉頭,4,N,,
叫囂,4,N,,
反咬,4,N,,
惡質,4,N,,
很嘔,4,N,,
拍桌聲,4,N,,
告狀,4,N,,
怕你,4,N,,
死刑,4,N,,
高額舉債,4,N,,
大怒,4,N,,
平白無故,4,N,,
制度不良,4,N,,
油價止跌回升,4,N,,
興師問罪,4,N,,
怒嗆,4,N,,
爆粗口,4,N,,
搖頭丸,4,N,,
謀殺,4,N,,
疑慮,4,N,,
全都,4,N,,
制度有問題,4,N,,
除惡,4,N,,
三小,4,N,,
公然侮辱,4,N,,
誤導,4,N,,
收賄,4,N,,
不服,4,N,,
暴力分子,4,N,,
嗆辭,4,N,,
囂張,4,N,,
延宕,4,N,,
偷,4,N,,
黑白不分,4,N,,
丟給,4,N,,
引發聯想,4,N,,
損壞屍體罪嫌,4,N,,
語帶威脅,4,N,,
通姦罪,4,N,,
怒,4,N,,
惡整,4,N,,
計較,4,N,,
不滿,4,N,,
亂丟,4,N,,
殺害,4,N,,
撞死,4,N,,
殺掉,4,N,,
施壓,4,N,,
債留子孫,4,N,,
突遭,4,N,,
無法容忍,4,N,,
遭到,4,N,,
提告,4,N,,
被批,4,N,,
判處,4,N,,
不認真思考,4,N,,
出紕漏,4,N,,
你想怎樣,4,N,,
怒喝威嚇,4,N,,
要脅,4,N,,
揮霍,4,N,,
尬車,4,N,,
出氣,4,N,,
漲幅,4,N,,
酒店,4,N,,
裝肖仔,4,N,,
沒有用,4,N,,
為何還要,4,N,,
自顧,4,N,,
予取予求,4,N,,
摔碗,4,N,,
檢討,4,N,,
嚴正要求,4,N,,
大聲咆哮,4,N,,
為什麼,4,N,,
全部下架,4,N,,
花這麼長時間,4,N,,
不合理,4,N,,
護航,4,N,,
朝她臉部擲去,4,N,,
下毒手,4,N,,
刪除,4,N,,
幹，我輸你,4,N,,
不幹,4,N,,
嗆聲,4,N,,
欺騙,4,N,,
正眼不瞄,4,N,,
動粗,4,N,,
忍受,4,N,,
懷疑,4,N,,
踹,4,N,,
違約,4,N,,
不歡而散,4,N,,
共犯,4,N,,
逆子,4,N,,
沒有那回事,4,N,,
討回公道,4,N,,
怒批,4,N,,
人力不夠,4,N,,
啃老族,4,N,,
萌生去意,4,N,,
殺死,4,N,,
充滿怨氣,4,N,,
破局,4,N,,
最為反對,4,N,,
荒誕,4,N,,
反嗆,4,N,,
竟然,4,N,,
遭,4,N,,
黑心,4,N,,
拖延,4,N,,
幹,4,N,,
苦肉計,4,N,,
屢勸不聽,4,N,,
弄得一團亂,4,N,,
啃老,4,N,,
疑,4,N,,
衣衫不整,4,N,,
舉債上限,4,N,,
寧死也要,4,N,,
不准,4,N,,
不應,4,N,,
有本事,4,N,,
斥喝,4,N,,
搞成這樣,4,N,,
阻擋,4,N,,
引起網友撻伐,4,N,,
無預警,4,N,,
不妥,4,N,,
不當行為,4,N,,
詐欺罪,4,N,,
批判,4,N,,
竟,4,N,,
沉迷電玩,4,N,,
無法回答,4,N,,
得罪,4,N,,
從未,4,N,,
逃逸,4,N,,
殺人重罪,4,N,,
不可原諒,4,N,,
裝忙,4,N,,
仗著,4,N,,
欺負人,4,N,,
氣不過,4,N,,
罵人,4,N,,
一氣之下,4,N,,
冤獄,4,N,,
嚴厲,4,N,,
任意大小便,4,N,,
迫害,4,N,,
槓上,4,N,,
沒綁安全帶,4,N,,
引發各界撻伐,4,N,,
保外就醫,4,N,,
追討,4,N,,
生氣,4,N,,
惡劣,4,N,,
搞爛,4,N,,
限制,4,N,,
不夠,4,N,,
嗆,4,N,,
抗議,4,N,,
白蟻,4,N,,
超生氣,4,N,,
一股異味,4,N,,
無能,4,N,,
歧視,4,N,,
置之不理,4,N,,
羞辱,4,N,,
偷運,4,N,,
以正視聽,4,N,,
竟是,4,N,,
不做了,4,N,,
通姦,4,N,,
頭也不回,4,N,,
斥責,4,N,,
猖狂,4,N,,
毒蟲,4,N,,
瀕臨危機,4,N,,
查緝不力,4,N,,
毆打,4,N,,
不見蹤影,4,N,,
不當處置,4,N,,
沒種,4,N,,
貪污,4,N,,
壓力,4,N,,
X你娘,4,N,,
執意,4,N,,
囂張行徑,4,N,,
關說,4,N,,
單打獨鬥,4,N,,
靠北,4,N,,
改善的空間,4,N,,
施暴,4,N,,
為什麼還要,4,N,,
仍,4,N,,
調漲,4,N,,
槓,4,N,,
負債,4,N,,
換掉,4,N,,
被刪除,4,N,,
孬種,4,N,,
打手,4,N,,
毫不領情,4,N,,
太囂張,4,N,,
吸毒,4,N,,
強制安置,4,N,,
很倒楣,4,N,,
不顧,4,N,,
暴力,4,N,,
X你媽,4,N,,
賄賂,4,N,,
不受約制,4,N,,
老子,4,N,,
不願,4,N,,
淹水,4,N,,
沒人幫忙,4,N,,
飆罵,4,N,,
督促,4,N,,
素行不良,4,N,,
爛招,4,N,,
忍不住,4,N,,
態度囂張,4,N,,
買毒,4,N,,
逼退,4,N,,
槍殺,4,N,,
殘酷,4,N,,
短缺,4,N,,
社會分裂,4,N,,
大罵,4,N,,
自滿,4,N,,
紅色布條,4,N,,
非法,4,N,,
竟有,4,N,,
無法無天,4,N,,
訴求,4,N,,
受騙,4,N,,
駁回,4,N,,
搞鬼,4,N,,
疊屍,4,N,,
吵架,4,N,,
千百個不願意,4,N,,
經濟疲弱,4,N,,
過當行為,4,N,,
扭曲,4,N,,
狂吼,4,N,,
衝突,4,N,,
討伐聲浪,4,N,,
債務,4,N,,
犯案,4,N,,
反怪,4,N,,
看不下去,4,N,,
殺人,4,N,,
漏水,4,N,,
看不慣,4,N,,
根本沒在怕,4,N,,
殺了,4,N,,
惡行,4,N,,
喝斥,4,N,,
狡詐,4,N,,
三字經,4,N,,
毒品,4,N,,
牛步,4,N,,
要命,4,N,,
噁心,4,N,,
根本,4,N,,
惡性,4,N,,
反遭,4,N,,
四兩撥千斤,4,N,,
洩恨,4,N,,
酒店經紀,4,N,,
究竟有無,4,N,,
吸食毒品,4,N,,
撻伐,4,N,,
霸凌,4,N,,
潑糞,4,N,,
強烈譴責,4,N,,
避重就輕,4,N,,
軒然大波,4,N,,
精神虐待,4,N,,
有利可圖,4,N,,
忍無可忍,4,N,,
討公道,4,N,,
應下架,4,N,,
憤慨,4,N,,
賺飽飽,4,N,,
負面教材,4,N,,
怪異,4,N,,
輪流開罵,4,N,,
天怒人怨,4,N,,
血壓飆高,4,N,,
明明,4,N,,
痛批,4,N,,
隨地大小便,4,N,,
跳票,4,N,,
不孝,4,N,,
白天睡大覺,4,N,,
瀕臨破表,4,N,,
嚴重落差,4,N,,
聲援,4,N,,
未注意,4,N,,
嚥下這口氣,4,N,,
碰壁,4,N,,
弊案,4,N,,
大聲嚷嚷,4,N,,
斥罵,4,N,,
民怨,4,N,,
火冒三丈,4,N,,
違停,4,N,,
痛訴,4,N,,
氣沖沖,4,N,,
戳破,4,N,,
滋事,4,N,,
不聞不問,4,N,,
撒野,4,N,,
卻始終未,4,N,,
懲處,4,N,,
不客氣的,4,N,,
慢半拍,4,N,,
不甘受辱,4,N,,
裝備不好,4,N,,
誤解,4,N,,
滅頂,4,N,,
抨擊,4,N,,
堅決否認,4,N,,
忽視,4,N,,
痛批沒天理,4,N,,
誘拐,4,N,,
令人髮指,4,N,,
責怪,4,N,,
動怒,4,N,,
還原事實,4,N,,
強行插車,4,N,,
反感,4,N,,
排泄物,4,N,,
惹得,4,N,,
事關,4,N,,
破壞,4,N,,
人力不足,4,N,,
引發各界議論,4,N,,
隔空叫陣,4,N,,
憤而,4,N,,
裝備不夠,4,N,,
情緒躁動,4,N,,
拿錢走人,4,N,,
滋擾,4,N,,
沒有下文,4,N,,
畜牲,4,N,,
小三,4,N,,
不聽話,4,N,,
質問,4,N,,
警告處分,4,N,,
不公不義,4,N,,
不領情,4,N,,
控告,4,N,,
判刑,4,N,,
處處險阻,4,N,,
歹戲拖棚,4,N,,
苛求,4,N,,
財政懸崖,4,N,,
責備,4,N,,
辱罵,4,N,,
莫名其妙,4,N,,
質疑,4,N,,
猖狂攻擊,4,N,,
接觸毒品,4,N,,
挑戰,4,N,,
嫌犯,4,N,,
瘋狂攻擊,4,N,,
不爽,4,N,,
撒滿毒品,4,N,,
不能解決問題,4,N,,
反駁,4,N,,
不良示範,4,N,,
指控,4,N,,
不願意,4,N,,
批,4,N,,
憤怒,4,N,,
明知道,4,N,,
傾家蕩產,2,N,,
心碎,2,N,,
救治,2,N,,
已故,2,N,,
身心俱疲,2,N,,
不是真的,2,N,,
工作狂,2,N,,
被,2,N,,
救救我媽媽,2,N,,
離世,2,N,,
不治,2,N,,
罕見,2,N,,
休耕因應,2,N,,
搖頭嘆息,2,N,,
痛哭,2,N,,
燒傷,2,N,,
心臟病,2,N,,
墮胎,2,N,,
老了,2,N,,
氣絕身亡,2,N,,
溺水身亡,2,N,,
無法證明,2,N,,
困境,2,N,,
可不可以不要,2,N,,
被充公,2,N,,
去世,2,N,,
祈禱,2,N,,
智障,2,N,,
苦無機會,2,N,,
疾病,2,N,,
求診,2,N,,
靈前上香,2,N,,
自殺,2,N,,
就地埋葬,2,N,,
招魂,2,N,,
被欺負,2,N,,
雙手顫抖,2,N,,
副作用,2,N,,
輾轉,2,N,,
賠上,2,N,,
死者,2,N,,
宿疾,2,N,,
悼念,2,N,,
黯然離去,2,N,,
處決,2,N,,
沒下落,2,N,,
相依為命,2,N,,
年邁臥病,2,N,,
昔日,2,N,,
難以挽救,2,N,,
拔管,2,N,,
火警,2,N,,
重擔,2,N,,
服刑,2,N,,
辛苦,2,N,,
損失,2,N,,
沒關係,2,N,,
維持不久,2,N,,
苦頭,2,N,,
年紀大,2,N,,
枉死,2,N,,
扼腕,2,N,,
多重器官衰竭,2,N,,
退回,2,N,,
死了,2,N,,
負擔,2,N,,
雙下巴,2,N,,
卻見,2,N,,
餓肚子,2,N,,
沒有鼓勵,2,N,,
談何容易,2,N,,
冷板凳,2,N,,
訊全無,2,N,,
一一低頭,2,N,,
崩潰,2,N,,
苦無上場機會,2,N,,
無力回天,2,N,,
遺憾,2,N,,
插管,2,N,,
罹難者,2,N,,
撿拾廚餘,2,N,,
掩埋,2,N,,
生命無價,2,N,,
過世,2,N,,
不清楚,2,N,,
罹患,2,N,,
很傷心,2,N,,
心臟病發,2,N,,
民工荒,2,N,,
度日,2,N,,
無法承受,2,N,,
須動刀,2,N,,
哭訴,2,N,,
沒了,2,N,,
焦屍,2,N,,
動脈血管硬化,2,N,,
呈現昏迷,2,N,,
獨自,2,N,,
懷念,2,N,,
傷害,2,N,,
百般推辭,2,N,,
令人不忍,2,N,,
一場空,2,N,,
掛念,2,N,,
身材走樣,2,N,,
僅能,2,N,,
羞辱,2,N,,
無法如願,2,N,,
病史,2,N,,
喪命,2,N,,
逝世,2,N,,
奪去,2,N,,
心卻碎了,2,N,,
臥病在床,2,N,,
喪葬,2,N,,
不治身亡,2,N,,
印象扣分,2,N,,
宣告不治,2,N,,
髒亂不堪,2,N,,
失敗收場,2,N,,
因病過世,2,N,,
辭職,2,N,,
屍臭味,2,N,,
令人不勝唏噓,2,N,,
原本,2,N,,
只有,2,N,,
無法排解,2,N,,
遺體,2,N,,
黯然,2,N,,
身體不適,2,N,,
命危,2,N,,
犧牲,2,N,,
我們的錯,2,N,,
煩悶,2,N,,
車禍,2,N,,
空前挫敗,2,N,,
殘障,2,N,,
發生不幸,2,N,,
只靠,2,N,,
卻無法,2,N,,
造成,2,N,,
心都碎了,2,N,,
屍體,2,N,,
告別,2,N,,
嘆了口氣,2,N,,
求情,2,N,,
罪,2,N,,
遺物,2,N,,
還沒來得及,2,N,,
雙屍命案,2,N,,
回天乏術,2,N,,
含淚,2,N,,
一路落後,2,N,,
暴斃,2,N,,
脆弱,2,N,,
自首,2,N,,
查明死因,2,N,,
拖垮,2,N,,
發生意外,2,N,,
死訊,2,N,,
擔心,2,N,,
被車撞死,2,N,,
與世隔絕,2,N,,
打零工,2,N,,
悲慘,2,N,,
沒有謀生能力,2,N,,
悲傷,2,N,,
走了,2,N,,
分居,2,N,,
跪,2,N,,
遺言,2,N,,
失調,2,N,,
罹,2,N,,
吞下敗仗,2,N,,
苦戰,2,N,,
硬著頭皮,2,N,,
哽咽,2,N,,
無法工作,2,N,,
情緒崩潰,2,N,,
十分不忍,2,N,,
痛心,2,N,,
還得,2,N,,
心肺功能衰竭,2,N,,
沒有工作,2,N,,
撞死,2,N,,
生命盡頭,2,N,,
散盡家產,2,N,,
墊底,2,N,,
糖尿病,2,N,,
後悔,2,N,,
遭到,2,N,,
蒼老,2,N,,
身障,2,N,,
不忍心,2,N,,
銳減,2,N,,
不太好過,2,N,,
抒發,2,N,,
感染,2,N,,
念及,2,N,,
寒冬,2,N,,
心寒,2,N,,
導致,2,N,,
低收,2,N,,
喪生,2,N,,
無法走出傷痛,2,N,,
垂垂老者,2,N,,
憂鬱纏身,2,N,,
十分悲痛,2,N,,
花費,2,N,,
未老先衰,2,N,,
重傷,2,N,,
無可取代,2,N,,
智能障礙,2,N,,
學生荒,2,N,,
髒亂,2,N,,
拉傷,2,N,,
拜託,2,N,,
好無奈,2,N,,
燒死,2,N,,
斬首,2,N,,
抱歉,2,N,,
自然老化,2,N,,
用盡,2,N,,
往生,2,N,,
可憐,2,N,,
足不出戶,2,N,,
經濟狀況不好,2,N,,
遇害,2,N,,
遺孀,2,N,,
離開,2,N,,
甘願淪為,2,N,,
很可憐,2,N,,
沒有什麼好說,2,N,,
感情受挫,2,N,,
洗腎,2,N,,
受損,2,N,,
無可奈何,2,N,,
靈堂,2,N,,
思念,2,N,,
苦,2,N,,
連敗,2,N,,
失去,2,N,,
遭,2,N,,
已造成,2,N,,
家境不好,2,N,,
卻,2,N,,
丟官,2,N,,
蒙羞,2,N,,
呼籲,2,N,,
所苦,2,N,,
無法阻止,2,N,,
輔導,2,N,,
陳情,2,N,,
面無表情,2,N,,
省吃儉用,2,N,,
一把眼淚,2,N,,
只好,2,N,,
出狀況,2,N,,
癌,2,N,,
病逝,2,N,,
沒工作,2,N,,
結果,2,N,,
精神疾病,2,N,,
很難過,2,N,,
檢討,2,N,,
離婚,2,N,,
屢次失敗,2,N,,
孤單,2,N,,
出現異狀,2,N,,
無法戒毒,2,N,,
令人難堪,2,N,,
喚回,2,N,,
昏迷,2,N,,
沒有結婚,2,N,,
憂鬱症,2,N,,
一度,2,N,,
仍造成,2,N,,
精神異常,2,N,,
入獄,2,N,,
結束,2,N,,
墮落,2,N,,
十分尷尬,2,N,,
無法接受,2,N,,
救災,2,N,,
沒法度,2,N,,
飢餓受凍,2,N,,
分手,2,N,,
賠,2,N,,
不斷啜泣,2,N,,
生活困苦,2,N,,
令人難過,2,N,,
尋求幫助,2,N,,
盲人,2,N,,
不靈活,2,N,,
放棄,2,N,,
住院期間,2,N,,
不是很好,2,N,,
毫無斬獲,2,N,,
子宮頸癌,2,N,,
失效,2,N,,
救助金,2,N,,
慰問,2,N,,
疲憊,2,N,,
毛孔粗大,2,N,,
本,2,N,,
苦吞,2,N,,
享年,2,N,,
一把鼻涕,2,N,,
弔唁,2,N,,
泣不成聲,2,N,,
斷氣,2,N,,
對不起,2,N,,
無業,2,N,,
心痛,2,N,,
生病,2,N,,
送醫不治,2,N,,
受傷,2,N,,
無奈,2,N,,
簡陋,2,N,,
就診,2,N,,
解除職務,2,N,,
工作量大減,2,N,,
檢討改進,2,N,,
看不到,2,N,,
無能為力,2,N,,
難過哭了,2,N,,
不適,2,N,,
最慘的是,2,N,,
槍殺身亡,2,N,,
離家,2,N,,
離去,2,N,,
低收入戶,2,N,,
難過,2,N,,
挽回,2,N,,
失蹤,2,N,,
不幸,2,N,,
沒有出賽機會,2,N,,
遺留,2,N,,
已分居,2,N,,
太複雜,2,N,,
忍氣吞聲,2,N,,
只能,2,N,,
無謀生能力,2,N,,
心痛不已,2,N,,
入不敷出,2,N,,
苦無證據,2,N,,
不堪,2,N,,
終究還是發生,2,N,,
不禁傷心落淚,2,N,,
壓力過大,2,N,,
自盡,2,N,,
花費龐大,2,N,,
泣訴,2,N,,
身亡,2,N,,
坦承罪行,2,N,,
環境很差,2,N,,
窩居,2,N,,
放心不下,2,N,,
未能,2,N,,
求診未果,2,N,,
債務,2,N,,
沒有生育,2,N,,
不幸病逝,2,N,,
死亡,2,N,,
遺書,2,N,,
度過難關,2,N,,
睡不著,2,N,,
敗給,2,N,,
淚崩,2,N,,
鎩羽而歸,2,N,,
殉職,2,N,,
困難,2,N,,
更慘的是,2,N,,
痛苦,2,N,,
親手結束,2,N,,
悲痛,2,N,,
死因,2,N,,
蕭瑟,2,N,,
大義滅親,2,N,,
失明,2,N,,
走投無路,2,N,,
深淵,2,N,,
走樣,2,N,,
殘骸,2,N,,
大喊好衰,2,N,,
像狗,2,N,,
生活困境,2,N,,
獨立扶養,2,N,,
更慘,2,N,,
獨力照顧,2,N,,
不捨,2,N,,
血癌,2,N,,
走了之後,2,N,,
沉重,2,N,,
無法自理,2,N,,
行動不便,2,N,,
太晚,2,N,,
空屋,2,N,,
追思,2,N,,
葬身火窟,2,N,,
道歉,2,N,,
不孕,2,N,,
演變成,2,N,,
掉到谷底,2,N,,
無法承受打擊,2,N,,
救救他的媽媽,2,N,,
無力,2,N,,
最後一根稻草,2,N,,
想不出,2,N,,
腫塊,2,N,,
回不來了,2,N,,
何去何從,2,N,,
偏僻,2,N,,
失了,2,N,,
妻離子散,2,N,,
年邁,2,N,,
發抖,2,N,,
滿臉哀傷,2,N,,
中風,2,N,,
不能沒有你,2,N,,
辭世,2,N,,
自主神經失調,2,N,,
短命,2,N,,
加護病房,2,N,,
哀悼,2,N,,
最大的遺憾,2,N,,
老母親,2,N,,
壓垮駱駝,2,N,,
拖著疲憊的,2,N,,
錯過,2,N,,
雙屍案,2,N,,
負債累累,2,N,,
哀慟,2,N,,
渴望,2,N,,
在天之靈,2,N,,
慘遭偷竊,2,N,,
無人照顧,2,N,,
安慰,2,N,,
身體欠佳,2,N,,
愧疚,2,N,,
憾事,2,N,,
人倫悲劇,2,N,,
但實在,2,N,,
延誤治療,2,N,,
死後,2,N,,
QQ,2,N,,
失望,2,N,,
心疼,2,N,,
只剩,2,N,,
悲痛之餘,2,N,,
想休假,2,N,,
靠,2,N,,
失業,2,N,,
哭,2,N,,
油光滿面,2,N,,
死心,2,N,,
救我媽媽,2,N,,
紅疹,2,N,,
想你,2,N,,
好想抱抱,2,N,,
疾病接踵而至,2,N,,
淪為,2,N,,
自責,2,N,,
致歉,2,N,,
命喪火場,2,N,,
診斷,2,N,,
傷病,2,N,,
致死,2,N,,
打擊,2,N,,
越來越差,2,N,,
出此下策,2,N,,
流露,2,N,,
賠償,2,N,,
倒下,2,N,,
哭求,2,N,,
坐冷板凳,2,N,,
罹難,2,N,,
哭著,2,N,,
無法保持冷靜,2,N,,
怪病纏身,2,N,,
落後,2,N,,
英靈,2,N,,
死,2,N,,
健康亮紅燈,2,N,,
每況愈下,2,N,,
想念,2,N,,
不符資格,2,N,,
最後一餐,2,N,,
父母臥病,2,N,,
照顧生病,2,N,,
槍殺䅁,2,N,,
照護,1,P,,
變苗條,1,P,,
好戲,1,P,,
不差,1,P,,
專程,1,P,,
平安,1,P,,
全壘打王,1,P,,
貢獻,1,P,,
開心,1,P,,
快樂氣氛,1,P,,
沒輒,1,P,,
最好的,1,P,,
希望,1,P,,
資助,1,P,,
通融,1,P,,
送了,1,P,,
祈福,1,P,,
平反,1,P,,
逮捕歸案,1,P,,
出國,1,P,,
全部的希望,1,P,,
冠軍寶座,1,P,,
非常孝順,1,P,,
禁得起考驗,1,P,,
幸福的味道,1,P,,
很幸福,1,P,,
杜絕暴力,1,P,,
孝子,1,P,,
傑出,1,P,,
慾火,1,P,,
享受,1,P,,
太幸福,1,P,,
表示滿意,1,P,,
更好的,1,P,,
經濟優渥,1,P,,
義舉,1,P,,
所幸,1,P,,
永遠留存,1,P,,
不錯,1,P,,
好交情,1,P,,
抓到,1,P,,
保障,1,P,,
很高興,1,P,,
做義工,1,P,,
處事圓融,1,P,,
媽媽煮的菜,1,P,,
很幸運,1,P,,
滿心期待,1,P,,
大力稱讚,1,P,,
好天氣,1,P,,
驚艷,1,P,,
滿心,1,P,,
灑花,1,P,,
送,1,P,,
保佑,1,P,,
相信,1,P,,
恢復,1,P,,
指教,1,P,,
串門子,1,P,,
上教會,1,P,,
懷有身孕,1,P,,
拆禮物,1,P,,
撒花,1,P,,
受歡迎,1,P,,
祝壽,1,P,,
告慰,1,P,,
安置,1,P,,
MVP,1,P,,
握手言和,1,P,,
仁慈,1,P,,
負責,1,P,,
生日快樂,1,P,,
名人堂,1,P,,
跑百米,1,P,,
沒人傷亡,1,P,,
討人喜歡,1,P,,
盜壘王,1,P,,
進步,1,P,,
自由勳章,1,P,,
姊弟戀,1,P,,
自然醒,1,P,,
雋刻,1,P,,
沾沾喜氣,1,P,,
團聚過年,1,P,,
深懷感激,1,P,,
笑著,1,P,,
結婚,1,P,,
搶購熱潮,1,P,,
清白,1,P,,
為民除害,1,P,,
世界超酷,1,P,,
正義,1,P,,
魔鬼身材,1,P,,
美滿,1,P,,
病癒後,1,P,,
知足,1,P,,
奉獻,1,P,,
歡笑,1,P,,
良好,1,P,,
好開心,1,P,,
破涕為笑,1,P,,
一覽無遺,1,P,,
改變的力量,1,P,,
願意,1,P,,
不同種族,1,P,,
復育,1,P,,
逃過一劫,1,P,,
生下,1,P,,
相當感謝,1,P,,
多運動,1,P,,
極其驚人,1,P,,
值得,1,P,,
感人,1,P,,
成功的秘訣,1,P,,
正面幫助,1,P,,
草花綻放,1,P,,
賣力演出,1,P,,
不藥而癒,1,P,,
魄力,1,P,,
英勇,1,P,,
百分之百支持,1,P,,
幫忙,1,P,,
衷心感謝,1,P,,
心頭肉,1,P,,
蓬勃發展,1,P,,
工作認真,1,P,,
狂推,1,P,,
加油打氣,1,P,,
打從心底,1,P,,
靠著,1,P,,
認同,1,P,,
大幅領先,1,P,,
長大,1,P,,
很感動,1,P,,
有驚無險,1,P,,
有機會,1,P,,
幫忙照料,1,P,,
解決,1,P,,
打破沉默,1,P,,
穿得美美的,1,P,,
脫穎而出,1,P,,
責任感,1,P,,
獲,1,P,,
順利,1,P,,
太爽,1,P,,
好想,1,P,,
稱讚,1,P,,
絡繹不絕,1,P,,
祝,1,P,,
鬆了一口氣,1,P,,
熱吻,1,P,,
溫馨,1,P,,
盼望,1,P,,
全壘打,1,P,,
新人王,1,P,,
照顧,1,P,,
可愛,1,P,,
打氣,1,P,,
非常照顧,1,P,,
邪不勝正,1,P,,
和樂融融,1,P,,
公平,1,P,,
甜蜜,1,P,,
雄才大略,1,P,,
選進,1,P,,
大愛的精神,1,P,,
感念,1,P,,
好奇,1,P,,
奪下冠軍,1,P,,
打屁,1,P,,
壯年,1,P,,
好好照顧,1,P,,
栽培,1,P,,
外型姣好,1,P,,
爆紅,1,P,,
親自,1,P,,
十分滿意,1,P,,
表現優異,1,P,,
想去,1,P,,
狂撈奶粉錢,1,P,,
送給,1,P,,
沉浸,1,P,,
不費一槍一彈,1,P,,
獎金,1,P,,
孝順,1,P,,
增購,1,P,,
紛紛表示,1,P,,
嘗試,1,P,,
畢業旅行,1,P,,
宛如至寶,1,P,,
避免,1,P,,
新年快樂,1,P,,
幸好,1,P,,
最愛,1,P,,
同意,1,P,,
調降,1,P,,
快意十足,1,P,,
風範,1,P,,
很棒,1,P,,
笑翻眾人,1,P,,
卿卿我我,1,P,,
喜獲麟兒,1,P,,
熱情歡迎,1,P,,
狂喜,1,P,,
健康,1,P,,
如願,1,P,,
期盼,1,P,,
很想,1,P,,
人氣王,1,P,,
年輕生命,1,P,,
開心不已,1,P,,
經典,1,P,,
動容,1,P,,
找到出路,1,P,,
無生命危險,1,P,,
最熱情,1,P,,
災情幸未擴大,1,P,,
好險,1,P,,
平靜,1,P,,
想買,1,P,,
還活著,1,P,,
維護,1,P,,
相擁而眠,1,P,,
超越,1,P,,
保暖衣物,1,P,,
喜愛,1,P,,
會心一笑,1,P,,
補足,1,P,,
幸福,1,P,,
頻頻致謝,1,P,,
樂於助人,1,P,,
破獲,1,P,,
緝捕到案,1,P,,
感恩,1,P,,
盼,1,P,,
最高分紀錄,1,P,,
改革,1,P,,
擁有,1,P,,
實力堅強,1,P,,
良善,1,P,,
很舒服,1,P,,
尋獲,1,P,,
奇蹟男孩,1,P,,
全力支持,1,P,,
期待,1,P,,
贏得肯定,1,P,,
幸運,1,P,,
保護,1,P,,
睡飽飽,1,P,,
和平相處,1,P,,
回到,1,P,,
答應,1,P,,
無礙,1,P,,
智取,1,P,,
補助,1,P,,
開心不得了,1,P,,
幫忙祈福,1,P,,
賺錢,1,P,,
釋懷,1,P,,
真心,1,P,,
善盡,1,P,,
新衣,1,P,,
懷孕,1,P,,
興奮,1,P,,
生日,1,P,,
大漲,1,P,,
陪伴,1,P,,
滿是風光,1,P,,
最開心,1,P,,
最受歡迎,1,P,,
緊緊抱住,1,P,,
重視,1,P,,
激勵,1,P,,
賺取,1,P,,
予以尊重,1,P,,
家境富裕,1,P,,
努力,1,P,,
勇敢,1,P,,
成就,1,P,,
我愛妳,1,P,,
美夢,1,P,,
生回來,1,P,,
自由,1,P,,
撲滅火勢,1,P,,
熱情,1,P,,
領獎,1,P,,
傳奇,1,P,,
度過難關,1,P,,
無可厚非,1,P,,
志工,1,P,,
化解,1,P,,
誠懇,1,P,,
漂亮,1,P,,
行情看俏,1,P,,
終於來了,1,P,,
成名,1,P,,
協調,1,P,,
獲得,1,P,,
樂觀,1,P,,
感動,1,P,,
尊重,1,P,,
潔身自愛,1,P,,
英雄,1,P,,
協助,1,P,,
最喜歡吃,1,P,,
結婚多年,1,P,,
大義滅親,1,P,,
打擊王,1,P,,
陶醉,1,P,,
確保,1,P,,
新歡,1,P,,
連勝,1,P,,
發威,1,P,,
有趣,1,P,,
一切的付出,1,P,,
允諾,1,P,,
第一名,1,P,,
應道歉,1,P,,
多麼重要,1,P,,
一生致力於,1,P,,
熱烈歡迎,1,P,,
笑開懷,1,P,,
心靈富足,1,P,,
更好,1,P,,
很爽,1,P,,
早日康復,1,P,,
竭盡所能,1,P,,
抱抱他,1,P,,
大玩,1,P,,
喜歡,1,P,,
史上最偉大,1,P,,
